translatedText,detectedSourceLanguage,input
Conditions d&#39;utilisation et politique de confidentialité,de,Nutzungsbedingungen & Datenschutzrichtlinien
J&#39;accepte les conditions d&#39;utilisation et la politique de confidentialité de Risk and Quality Systems,de,Ich akzeptiere die Nutzungsbedingungen und Datenschutzrichtlinien von Risk and Quality Systems
Aufträge,zh-CN,AuftrÃ¤ge
"La prochaine fois, ne montrez pas le tutoriel d&#39;introduction",de,NÃ¤chstes Mal kein EinfÃ¼hrungstutorial zeigen
Le nom du client existe déjà,de,Kundenname existiert bereits
Le nom du client existe déjà,de,Kundenname existiert bereits
Tutoriels vidéos,en,Video-Tutorials
Documentation,de,Dokumentation
Tutoriel du guide de processus,de,Prozess-Guide Tutorial
un seul utilisateur doit remplir,de,nur ein Benutzer muss erfÃ¼llen
tous les utilisateurs doivent se conformer,de,alle Benutzer mÃ¼ssen erfÃ¼llen
Critères d&#39;achèvement,de,Kriterien fÃ¼r die Fertigstellung
verfügbar,en,verfÃ¼gbar
utilisé,de,benutzt
Stockage,de,Speicher
Administration adjointe,de,Stellvertretende Verwaltung
Licence (facultatif),de,Lizenzierung (optional)
pour les licences,de,zur Lizenzierung
hors licence,de,Lizenzierung aufhaben
aucun moyen de paiement disponible,de,keine Zahlungsmethode verfÃ¼gbar
Ajouter des informations supplémentaires,de,Weitere Zusatzinformationen hinzufÃ¼gen
Veuillez renouveler l&#39;abonnement pour votre organisation.,de,Bitte erneuern Sie das Abonnement fÃ¼r Ihre Organisation.
aucun destinataire de facture disponible,de,kein RechnungsempfÃ¤nger verfÃ¼gbar
Ajoutez votre organisation Administrateur adjoint,de,Ihre Organisation hinzufÃ¼gen Stellvertretender Admin
Veuillez contacter votre administration,de,Bitte kontaktieren Sie Ihre Verwaltung
administration,de,Verwaltung
Ajouter un autre groupe supplémentaire,de,Weitere zusÃ¤tzliche Gruppe hinzufÃ¼gen
fichiers téléchargés,de,Hochgeladene Dateien
Avertissement!,de,Warnung!
Le même e-mail a été fourni pour l&#39;utilisateur administrateur,de,Die gleiche E-Mail wurde fÃ¼r den Admin-Benutzer bereitgestellt
L&#39;abonnement de votre organisation se termine dans,de,Das Abonnement fÃ¼r Ihre Organisation endet in
aucun destinataire de facture disponible,de,kein RechnungsempfÃ¤nger verfÃ¼gbar
Autres,nl,andere
Informations Complémentaires,de,ZusÃ¤tzliche Informationen
aucun moyen de paiement disponible,de,keine Zahlungsmethode verfÃ¼gbar
ajouter plus de licences,de,weitere Lizenzierung hinzufÃ¼gen
groupe supplémentaire,de,zusÃ¤tzliche Gruppe
titre du groupe,de,Titel der Gruppe
Ajouter plusieurs titres d&#39;informations supplémentaires pour les utilisateurs,de,Mehrere zusÃ¤tzliche Informationstitel fÃ¼r Benutzer hinzufÃ¼gen
Catégorie,de,Kategorie
statut actuel,de,aktueller Stand
Aperçu des risques,de,Risiko Ãœbersicht
Date,de,Datum
L&#39;aperçu des risques est créé,de,RisikoÃ¼bersicht wird erstellt
nom du rapport,de,Berichtsname
Nombre d&#39;actions entreprises,de,Anzahl der getroffenen MaÃŸnahmen
Dernière note,de,Letzte Bewertung
Rapport Excel pour cette organisation.,de,Excel Report fÃ¼r diese Org.
sous-catégorie,de,Unterkategorie
Appliquer des filtres,de,Filter anwenden
Échec de la création d&#39;un rapport récapitulatif des risques,de,Die Erstellung eines Berichts zur RisikoÃ¼bersicht ist fehlgeschlagen
La création de l&#39;aperçu des risques est terminée. Télécharger le fichier Excel,de,Die Erstellung des RisikoÃ¼bersicht ist abgeschlossen. Herunterladen der Excel-Datei
Nom Risiko,en,Risiko Name
Groupe d&#39;informations pour les utilisateurs,de,Info Gruppe fÃ¼r Benutzer
Rapport Excel pour cette organisation.,de,Excel Report fÃ¼r diese Org.
Nombre de mesures en attente,de,Anzahl der pendenten Massnahmen
actif,de,aktiv
Inactif,sv,Inaktiv
Statut,en,Status
Clone-Form,da,Klon-Form
Nom de catégorie,de,Kategoriename
le temps d&#39;achèvement,de,Fertigstellung Zeit
Nom de la sous-catégorie,de,Name der Unterkategorie
Documentation photo du guide de processus,de,Prozess-Guide Fotodokumentation
Généré par,de,Erzeugt von
Généré le,de,Generiert am
mettre à jour l&#39;emplacement,de,Standort aktualisieren
latitude,de,Breitengrad
Langengrad,vi,LÃ¤ngengrad
La génération du code QR est en cours. Veuillez patienter un peu !,de,QR-Code-Generierung lÃ¤uft. Bitte warten Sie einige Zeit!
Télécharger le code QR,de,QR Code herunterladen
Organisations impliquées,de,Beteiligte Organisationen
Le format de fichier n&#39;est pas pris en charge. Veuillez télécharger pour voir,de,Das Dateiformat wird nicht unterstÃ¼tzt. Zur Ansicht bitte herunterladen
Veuillez supprimer ou modifier les emplacements des appareils dans ce lieu avant de le supprimer,de,"Bitte lÃ¶schen oder Ã¤ndern Sie die Standorte der GerÃ¤te innerhalb dieses Ortes, bevor Sie ihn lÃ¶schen"
Créer une commande,de,Auftrag erstellen
Stockage mis à jour,de,Speicherung aktualisiert
nombre de mesures,de,Anzahl Massnahmen
La mémoire est mise à jour,de,Speicher wird aktualisiert
tous,de,jede
Créer une commande,de,Auftrag erstellen
utilisateur,de,Benutzer
afficher les articles,de,Artikel anzeigen aus
journal de localisation,de,Standort-Protokoll
lieu de recherche,de,Standort suchen
répondre,de,zu beantworten
Veuillez remplir,de,Bitte ausfÃ¼llen
Réponses),de,Antwort(en)
depuis,de,von
